   BENCHMARK INFORMATION
benchmark definition:    test/test-sets/dissertation/dcssat-re.xml
name:                    dcssat-re
run sets:                default
date:                    Sat, 2021-04-24 12:18:42 CST
tool:                    DC-SSAT
tool executable:         bin/dcssat
options:
parallel runs:           8
resource limits:
- memory:                15000.0 MB
- time:                  900 s
- cpu cores:             1
hardware requirements:
- cpu cores:             1
- memory:                15000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    alcom-PowerEdge-T440
os:                      Linux-5.4.0-58-generic-x86_64-with-glibc2.29
cpu:                     Intel Xeon Silver 4210 CPU @ 2.20GHz
- cores:                 40
- max frequency:         3200.0 MHz
- turbo boost enabled:   False
ram:                     134616.424448 MB
------------------------------------------------------------



default
Run set 1 of 1 with options '' and propertyfile 'None'

inputfile                                       status                       cpu time   wall time        host
re-random-k-CNF/rand-5-20-140-10.138.sdimacs    done                             0.06        0.07        None
re-random-k-CNF/rand-5-20-140-10.139.sdimacs    done                             0.05        0.05        None
re-random-k-CNF/rand-5-20-80-10.120.sdimacs     done                             0.03        0.04        None
re-random-k-CNF/rand-5-20-80-10.121.sdimacs     done                             0.03        0.03        None
re-random-k-CNF/rand-5-20-80-10.122.sdimacs     done                             0.04        0.04        None
re-random-k-CNF/rand-5-20-80-10.123.sdimacs     done                             0.05        0.05        None
re-random-k-CNF/rand-5-20-80-10.124.sdimacs     done                             0.04        0.04        None
re-random-k-CNF/rand-5-30-120-15.140.sdimacs    done                             0.79        0.79        None
re-random-k-CNF/rand-5-30-120-15.141.sdimacs    done                             0.93        0.93        None
re-random-k-CNF/rand-5-30-120-15.142.sdimacs    done                             1.43        1.44        None
re-random-k-CNF/rand-5-30-120-15.143.sdimacs    done                             0.63        0.63        None
re-random-k-CNF/rand-5-30-120-15.144.sdimacs    done                             0.89        0.90        None
re-random-k-CNF/rand-5-30-150-15.145.sdimacs    done                             2.41        2.41        None
re-random-k-CNF/rand-5-30-150-15.146.sdimacs    done                             1.45        1.45        None
re-random-k-CNF/rand-5-30-150-15.147.sdimacs    done                             1.12        1.13        None
re-random-k-CNF/rand-5-30-150-15.148.sdimacs    done                             1.17        1.17        None
re-random-k-CNF/rand-5-30-150-15.149.sdimacs    done                             1.96        1.97        None
re-random-k-CNF/rand-5-30-180-15.150.sdimacs    done                             2.59        2.59        None
re-random-k-CNF/rand-5-30-180-15.151.sdimacs    done                             2.06        2.06        None
re-random-k-CNF/rand-5-30-180-15.152.sdimacs    done                             1.55        1.55        None
re-random-k-CNF/rand-5-30-180-15.153.sdimacs    done                             1.05        1.05        None
re-random-k-CNF/rand-5-30-180-15.154.sdimacs    done                             2.18        2.18        None
re-random-k-CNF/rand-5-30-210-15.155.sdimacs    done                             2.34        2.34        None
re-random-k-CNF/rand-5-30-210-15.156.sdimacs    done                             1.93        1.93        None
re-random-k-CNF/rand-5-30-210-15.157.sdimacs    done                             1.64        1.64        None
re-random-k-CNF/rand-5-30-210-15.158.sdimacs    done                             3.36        3.37        None
re-random-k-CNF/rand-5-30-210-15.159.sdimacs    done                             3.10        3.10        None
re-random-k-CNF/rand-5-40-160-20.160.sdimacs    done                            37.98       37.98        None
re-random-k-CNF/rand-5-40-160-20.161.sdimacs    done                            46.14       46.15        None
re-random-k-CNF/rand-5-40-160-20.162.sdimacs    done                            68.01       68.02        None
